-0,141092707316081
0,118798542022705
-0,378705037434896
-0,157411953608195
0,230246849060059
-0,396057167053223
-0,177412443161011
0,433557472229004
-0,39971731821696
-0,294184296925863
0,602855389912923
-0,480757853190104
-0,292541662851969
0,582137311299642
-0,434573160807292
-0,183818861643473
0,601316515604655
-0,440685717264811
-0,243330485026042
0,482621332804362
-0,508899472554525
-0,194971148173014
0,293129266103109
-0,509813957214356
-0,0184600083033244
0,135580215454102
-0,466879018147786
1,62203188896179
0,163128341039022
1,91589570363363
1,97216481526693
0,294503072102865
4,11300374348958
0,0941849009195964
0,0133165232340495
3,07275985717773
-0,254410282770793
0,043182487487793
1,93627400716146
2,30036600748698
2,16211481730143
-4,93766774495443
-2,80183837890625
3,21564239501953
-4,62552419026693
-0,371024436950684
-2,27261286417643
-0,976799952189128
-0,268577111562093
-1,95443145751953
-0,665022404988607
-0,160993127822876
-1,44039235432943
-0,471103858947754
-0,00381524244944255
-1,08334701538086
-0,3038747215271
0,226536572774251
-0,333939590454102
2,24693257967631
-0,77207514444987
-0,966708221435547
4,34499633789062
-0,962566375732422
-0,850545654296875
4,10476745605469
-0,63415288289388
-0,201948572794596
1,68163747151693
-0,759175847371419
-0,156274989446004
1,08134737650553
-0,5565367380778
-0,195271587371826
0,910997721354167
-0,468676516215006
-0,231063543955485
0,699276123046875
-0,418960380554199
-0,215018749237061
0,435016682942708
-0,300528399149577
-0,0442764536539714
-1,62999531428019
-0,53600284576416
0,047072917620341
-1,88323277791341
-0,73466672261556
-0,21755277633667
-1,51123062133789
-0,853623479207357
-0,428612518310547
-1,25217613220215
-0,649690831502279
-0,300220330556234
-1,06939618428548
-0,357460873921712
-0,10819580078125
-0,914670613606771
0
0
0
0
1
0
0
0
0
0
