0,31253101348877
-0,0238303812344869
-0,23402930577596
0,305514640808105
-0,239472376505534
-0,529549026489258
0,215191771189372
-0,438389434814453
-0,887344563802083
0,0421883455912272
-0,491330159505208
-1,11514839172363
-0,316282838185628
-0,431138852437337
-1,16114738464355
-0,591496671040853
-0,110826323827108
-0,944163945515951
-0,613709754943848
0,361714706420898
-0,648838450113932
-0,565836868286133
0,684034830729167
-0,418370297749837
-0,419075304667155
1,05263036092122
-0,262739016215007
0,0521476618448893
0,88072385152181
0,301398188273112
0,625115089416504
0,362865727742513
0,999728037516276
2,8747651163737
-1,94439544677734
1,97892379760742
2,54732869466146
-1,94439544677734
2,32041005452474
1,39227564493815
0,422466837565104
0,820074691772461
1,51201431274414
2,32385559082031
0,558219057718913
0,94800537109375
2,18957489013672
0,890232772827149
-0,98007807413737
0,955812327067057
1,80319188435872
-1,1174661509196
0,806440862019857
1,58631698608398
-0,923587849934896
0,370001843770345
1,21278020222982
-0,684209365844727
-0,172803026835124
1,00802139282227
-0,606160252888997
-0,573381207784017
0,621631329854329
-0,376027526855469
-0,723133824666341
0,0285277811686198
-0,261157398223877
-0,743110122680664
-0,391423060099284
-0,267754027048747
-0,793276875813802
-0,34405413945516
-1,14529130299886
-1,03786125183105
0,567367375691732
-2,18731419881185
-1,27496846516927
1,25301406860352
-1,59098332722982
-0,998596572875977
0,845445200602214
-1,01270100911458
-0,641384201049805
0,465457471211751
-0,628999036153158
-0,46474365234375
0,141729512214661
-0,363800277709961
-0,423210995992025
-0,0113279374440511
-0,213502890268962
-0,438011678059896
-0,0314222343762716
-0,107257363001506
-0,409905751546224
-0,0583804400761922
-0,075811661084493
-0,472703069051107
-0,0554554009437561
-1
-1
-1
-1
-1
-1
-1
-1
1
-1
