0,0633790683746338
0,399390144348145
-0,271851043701172
0,124686892827352
0,450314127604167
-0,27319278717041
0,189412384033203
0,528612187703451
-0,333617032368978
0,25534641901652
0,495611419677734
-0,373538068135579
0,364093805948893
0,617298444112142
-0,441972363789876
0,486215858459473
0,813765818277995
-0,560381571451823
0,500453211466471
0,836206843058268
-0,675463040669759
0,241676184336344
0,675660069783529
-0,689686813354492
0,202231801350911
0,584427350362142
-0,493129590352376
1,31606744766235
-0,494834124247233
1,83254526774089
1,79167452494303
-1,31681269327799
5,0224912516276
0,305121711095174
0,926781158447266
2,67760864257813
0,359567181269328
1,06488054911296
0,131555684407552
0,483189697265625
2,77995574951172
-4,55771748860677
-1,14454732259115
0,709710083007812
-3,54116078694661
0,641201311747233
-0,800730870564779
-2,16116495768229
0,434650967915853
-0,595291837056478
-1,7107334391276
0,404300066630046
-0,397738202412923
-1,18617149353027
2,58849263509115
-0,89141118367513
4,32731048583984
1,98152364095052
-0,21850331624349
5,33880920410156
-0,61936279296875
-0,718378779093425
4,4505946858724
0,313810234069824
-0,267978038787842
2,26414057413737
0,162116238276164
-0,368240617116292
1,66076197306315
0,121991504033407
-0,461225967407227
0,909627049763997
-0,228122383753459
-0,368977915445964
0,269267050425212
-0,728334350585937
-0,510044212341309
0,198091576894124
-0,887713343302409
-0,406353696187337
-0,0127014541625977
-0,795606689453125
-0,194193070729574
-0,176395606994629
-0,603928718566895
-0,0402557055155436
-0,278290926615397
-0,461769663492839
0,0347207339604696
-0,366009712219238
-0,339287376403809
0,0880695470174154
-0,393817367553711
-0,203798821767171
0,135458914438883
-0,330765075683594
-0,134624128341675
0,120325393676758
-0,220551274617513
-1
-1
-1
-1
1
-1
-1
-1
-1
-1
