0,0797457408905029
0,562460645039876
-0,111891975402832
0,122976109186808
0,586651522318522
-0,131027361551921
0,163237702051798
0,575235430399577
-0,136490411758423
0,24420965830485
0,670722808837891
-0,257513968149821
0,204851131439209
0,6190691502889
-0,406367568969727
-0,0193569326400757
0,260911378860474
-0,428461901346842
-0,0798236560821533
0,0015146017074585
-0,390846837361654
0,00100766023000081
-0,212304197947184
-0,321948610941569
0,178775221506755
-0,285091101328532
-0,0523423894246419
1,13031817118327
-0,495492356618245
1,93890872955322
0,613616485595703
-1,13004938761393
2,59397404988607
0,514991302490234
-0,925509541829427
1,99038141886393
-0,0421997578938802
1,76022761027018
-3,38932479858398
-1,11991963704427
1,07219314575195
-2,99940322875977
-1,265029296875
-0,354193445841471
-1,78595855712891
-1,07158612569173
-0,449949722290039
-1,43394465128581
-0,822798156738281
-0,439119580586751
-1,16858746846517
-0,583439915974935
-0,412358716328939
-0,874848836263021
-0,396901448567708
-0,213123388290405
-0,73557731628418
0,499727312723796
-0,346579761505127
1,58391021728516
2,38650461832682
-1,37235549926758
3,43064025878906
2,023984375
-1,77781555175781
5,66945770263672
-0,769726079305013
0,496934331258138
1,54329582214355
-0,599044952392578
1,03067596435547
0,543981971740723
-0,456665738423665
0,848093414306641
0,202495358784994
-1,16674564361572
-0,0715797551472982
0,00784707387288412
-2,86773152669271
-2,18960072835286
-0,0520969899495443
-1,67806528727214
-1,11551383972168
-0,513376744588216
-1,29124654134115
-0,747616856892904
-0,488742739359538
-1,02461850484212
-0,508486022949219
-0,463420766194661
-0,784062957763672
-0,290989850362142
-0,443194783528646
-0,6512841796875
-0,213260924021403
-0,383566068013509
-0,537497202555339
-0,162769317626953
-0,315982424418132
-1
-1
-1
-1
1
-1
-1
-1
-1
-1
