-0,331949742635091
0,736247406005859
0,143871892293294
-0,356295750935872
0,768097966512044
0,176746495564779
-0,367660268147787
0,810237731933594
0,155987618764242
-0,302583955128988
0,927703170776367
0,18940860748291
-0,119415767987569
0,889995803833008
0,242143255869548
0,041681121190389
1,0241694132487
0,252984244028727
0,161748065948486
1,11214614868164
0,0792310873667399
-0,0228077205022176
0,920671539306641
-0,209296998977661
-0,135155646006266
0,211992101669312
-0,370863545735677
1,00299448331197
0,472259569168091
-1,83279322306315
1,54121988932292
0,86904670715332
-2,26057174682617
1,37745305379232
0,677631657918294
-1,68756235758464
1,34381490071615
0,338297087351481
-1,03943397521973
1,19475397745768
0,0253773911794027
-0,319657354354858
1,11796399434408
-0,505264689127604
-0,0035197909673055
0,844796371459961
-0,736083170572917
0,0913237571716309
0,693497950236003
-0,893318710327148
0,128965482711792
0,562891133626302
-1,00713447570801
0,110635147094727
3,1762607828776
-0,922097473144531
-1,71905995686849
1,8054648844401
-0,452926597595215
-0,818804016113281
1,32139278411865
-0,205975933074951
0,970140520731608
-0,361317176818848
-1,52618122736613
2,23598648071289
-0,707556330362956
-2,04486531575521
1,88354624430339
-0,497355448404948
-1,84419901529948
1,31845690409342
-0,41022455851237
-1,50903513590495
0,62314343770345
-0,602439600626628
-1,37532384236654
0,231652851104736
-1,01509613037109
-1,29290646870931
0,305352128346761
-1,11659901936849
-1,16584648132324
0,250871136983236
-0,95392204284668
-0,839031422932943
0,19649943669637
-0,625402069091797
-0,312784948348999
0,0937578837076823
-0,305589612325033
0,0116626946131388
-0,0551117531458537
-0,298931109110514
0,0714195760091146
-0,0596621449788411
-0,391793276468913
0,149043350219727
-0,0256281987826029
0
0
0
1
0
0
0
0
0
0
